1,Gutmann-Stracke,Analyze Needs,2022.00,2.00,4801718469
1,Gutmann-Stracke,Analyze Needs,2022.00,3.00,9694967363
1,Gutmann-Stracke,Analyze Needs,2022.00,8.00,3877830222
1,Gutmann-Stracke,Deliver proposal,2022.00,1.00,7062567585
1,Gutmann-Stracke,Deliver proposal,2022.00,2.00,9327866684
1,Gutmann-Stracke,Deliver proposal,2022.00,9.00,5176865929
1,Gutmann-Stracke,Deliver proposal,2022.00,11.00,9536838641
1,Gutmann-Stracke,Make Contact,2022.00,6.00,8829303578
1,Gutmann-Stracke,Make Contact,2022.00,9.00,12344
1,Gutmann-Stracke,Make Contact,2022.00,10.00,10626286863
1,Gutmann-Stracke,Negotiate,2022.00,4.00,3956052528
1,Gutmann-Stracke,Negotiate,2022.00,5.00,5556181547
1,Gutmann-Stracke,Negotiate,2022.00,12.00,4914863537
1,Gutmann-Stracke,Pitch,2022.00,1.00,4287504212
1,Gutmann-Stracke,Pitch,2022.00,8.00,8936841
1,Gutmann-Stracke,Pitch,2022.00,9.00,7125963088
1,Gutmann-Stracke,Pitch,2022.00,12.00,6646090310
1,Gutmann-Stracke,Qualify Compatibility,2022.00,1.00,9703589448
1,Gutmann-Stracke,Qualify Compatibility,2022.00,2.00,13270055877
1,Gutmann-Stracke,Qualify Compatibility,2022.00,3.00,8207739820
1,Gutmann-Stracke,Qualify Compatibility,2022.00,5.00,9670602452
1,Gutmann-Stracke,Qualify Compatibility,2022.00,10.00,9413044810
1,Gutmann-Stracke,Qualify Compatibility,2022.00,11.00,298236087
2,Schiller-Windler,Analyze Needs,2022.00,6.00,9327025396
2,Schiller-Windler,Analyze Needs,2022.00,8.00,8254843618
2,Schiller-Windler,Deliver proposal,2022.00,5.00,8251496514
2,Schiller-Windler,Deliver proposal,2022.00,7.00,15931695174
2,Schiller-Windler,Deliver proposal,2022.00,9.00,3439891652
2,Schiller-Windler,Make Contact,2022.00,2.00,2532307070
2,Schiller-Windler,Make Contact,2022.00,5.00,9161674650
2,Schiller-Windler,Make Contact,2022.00,10.00,2427912926
2,Schiller-Windler,Make Contact,2022.00,12.00,4694825557
2,Schiller-Windler,Negotiate,2022.00,6.00,4581474828
2,Schiller-Windler,Negotiate,2022.00,9.00,6075117803
2,Schiller-Windler,Negotiate,2022.00,12.00,6377805937
2,Schiller-Windler,Pitch,2022.00,1.00,5297109275
2,Schiller-Windler,Pitch,2022.00,8.00,7904934166
2,Schiller-Windler,Qualify Compatibility,2022.00,4.00,4029647786
3,Jacobson Ltd,Analyze Needs,2022.00,10.00,199175954
3,Jacobson Ltd,Deliver proposal,2022.00,2.00,11950677402
3,Jacobson Ltd,Deliver proposal,2022.00,6.00,9461503068
3,Jacobson Ltd,Deliver proposal,2022.00,7.00,6233550793
3,Jacobson Ltd,Make Contact,2022.00,1.00,5715523247
3,Jacobson Ltd,Make Contact,2022.00,4.00,854998733
3,Jacobson Ltd,Negotiate,2022.00,2.00,8740093411
3,Jacobson Ltd,Negotiate,2022.00,7.00,10767729424
3,Jacobson Ltd,Negotiate,2022.00,11.00,4203219137
3,Jacobson Ltd,Pitch,2022.00,6.00,5349583863
3,Jacobson Ltd,Qualify Compatibility,2022.00,1.00,7637869331
3,Jacobson Ltd,Qualify Compatibility,2022.00,6.00,3353852275
3,Jacobson Ltd,Qualify Compatibility,2022.00,7.00,6714031892
3,Jacobson Ltd,Qualify Compatibility,2022.00,8.00,6522852230
3,Jacobson Ltd,Qualify Compatibility,2022.00,9.00,6065421796
4,Trantow Ltd,Analyze Needs,2022.00,6.00,7278690309
4,Trantow Ltd,Analyze Needs,2022.00,11.00,7099483717
4,Trantow Ltd,Deliver proposal,2022.00,3.00,2289592414
4,Trantow Ltd,Deliver proposal,2022.00,4.00,4265720357
4,Trantow Ltd,Deliver proposal,2022.00,5.00,7752980050
4,Trantow Ltd,Make Contact,2022.00,5.00,867007806
4,Trantow Ltd,Make Contact,2022.00,6.00,4067240432
4,Trantow Ltd,Make Contact,2022.00,8.00,8648069274
4,Trantow Ltd,Make Contact,2022.00,12.00,9423258302
4,Trantow Ltd,Pitch,2022.00,10.00,11996988008
4,Trantow Ltd,Pitch,2022.00,11.00,2711909420
4,Trantow Ltd,Qualify Compatibility,2022.00,2.00,373211162
4,Trantow Ltd,Qualify Compatibility,2022.00,3.00,7029498056
4,Trantow Ltd,Qualify Compatibility,2022.00,4.00,9483814955
4,Trantow Ltd,Qualify Compatibility,2022.00,10.00,5179749396
5,"Witting, Lemke and Hagenes",Analyze Needs,2022.00,1.00,19396291027
5,"Witting, Lemke and Hagenes",Analyze Needs,2022.00,4.00,9657955269
5,"Witting, Lemke and Hagenes",Analyze Needs,2022.00,7.00,4009121042
5,"Witting, Lemke and Hagenes",Analyze Needs,2022.00,9.00,10056857324
5,"Witting, Lemke and Hagenes",Deliver proposal,2022.00,4.00,3820799487
5,"Witting, Lemke and Hagenes",Deliver proposal,2022.00,5.00,6359278801
5,"Witting, Lemke and Hagenes",Deliver proposal,2022.00,6.00,8532455541
5,"Witting, Lemke and Hagenes",Make Contact,2022.00,11.00,6101741956
5,"Witting, Lemke and Hagenes",Negotiate,2022.00,10.00,4692056113
5,"Witting, Lemke and Hagenes",Pitch,2022.00,2.00,3386915572
5,"Witting, Lemke and Hagenes",Pitch,2022.00,4.00,1302819744
5,"Witting, Lemke and Hagenes",Pitch,2022.00,9.00,6155979541
5,"Witting, Lemke and Hagenes",Pitch,2022.00,10.00,386297872
5,"Witting, Lemke and Hagenes",Qualify Compatibility,2022.00,4.00,2793322770
5,"Witting, Lemke and Hagenes",Qualify Compatibility,2022.00,5.00,2001061953
5,"Witting, Lemke and Hagenes",Qualify Compatibility,2022.00,6.00,2354496517
5,"Witting, Lemke and Hagenes",Qualify Compatibility,2022.00,8.00,5670136130
5,"Witting, Lemke and Hagenes",Qualify Compatibility,2022.00,12.00,549480474
